id	length
LOC100164406	6257.52631578947
LOC100164407	1867.5
LOC100164408	666
LOC100164409	1239
LOC100164410	2295
LOC100164413	3028.5
LOC100164414	1710
LOC100164415	636
LOC100164416	1893
LOC100164418	939
LOC100164419	3369.75
LOC100164420	1005
LOC100164423	576
LOC100164424	651.428571428571
LOC100164425	2016
LOC100164426	1126.5
LOC100164427	849
LOC100164429	462
LOC100164430	1928.14285714286
LOC100164431	666
LOC100164432	1710
LOC100164434	3765
LOC100164436	993
LOC100164437	761
LOC100164438	2052
LOC100164439	1602
LOC100164440	633
LOC100164441	624
LOC100164442	912
LOC100164443	3076.8
LOC100164444	2085
LOC100164445	1002
LOC100164446	2841
LOC100164447	342
LOC100164449	854.538461538462
LOC100164451	1182
LOC100164452	1401
LOC100164453	1398
LOC100164454	1788
LOC100164455	504
LOC100164456	1374
LOC100164457	708
LOC100164458	3822.75
LOC100164459	1483
LOC100164460	1671
LOC100164461	1012.5
LOC100164462	2668.5
LOC100164463	807
LOC100164464	1500
LOC100164466	14604
LOC100164468	2967
LOC100164469	1093.5
LOC100164470	468
LOC100164471	4000.5
LOC100164472	4245
LOC100164473	12437
LOC100164474	3072
LOC100164476	1122
LOC100164477	2064
LOC100164478	951
LOC100164479	2841
LOC100164480	655.5
LOC100164481	1249.5
LOC100164482	1065
LOC100164483	1854
LOC100164484	1335
LOC100164485	1686
LOC100164487	462
LOC100164488	1050
LOC100164489	864
LOC100164491	645
LOC100164492	2007
LOC100164493	780
LOC100164494	1835.25
LOC100164495	2001
LOC100164496	6283.71428571429
LOC100164497	780
LOC100164498	1120.5
LOC100164500	1341
LOC100164501	2217
LOC100164504	420
LOC100164505	3039
LOC100164507	1569
LOC100164509	2812.5
LOC100164510	537
LOC100164512	426
LOC100164514	1542
LOC100164515	3681
LOC100164517	1837
LOC100164518	606
LOC100164519	3006
LOC100164520	528
LOC100164522	1188
LOC100164524	2524.5
LOC100164525	3699
LOC100164526	1320
LOC100164527	1989
LOC100164528	2157
LOC100164529	906
LOC100164530	2331
LOC100164531	1017
LOC100164532	888
LOC100164533	4647
LOC100164534	684
LOC100164535	1425
LOC100164536	723
LOC100164537	996
LOC100164538	1797
LOC100164539	1023
LOC100164540	2022
LOC100164541	2623.5
LOC100164543	1881
LOC100164544	1476
LOC100164545	1176
LOC100164546	897
LOC100164547	528
LOC100164548	1422
LOC100164549	1449
LOC100164551	1320
LOC100164552	744
LOC100164553	1590
LOC100164556	3022.5
LOC100164560	4599
LOC100164562	793.5
LOC100164563	2127
LOC100164564	594
LOC100164565	1718
LOC100164566	378
LOC100164567	2859
LOC100164568	327
LOC100164574	435
LOC100164575	1263
LOC100164576	2340
LOC100164577	498
LOC100164578	2118
LOC100164579	588
LOC100164580	674
LOC100164581	747
LOC100164582	1917
LOC100164585	1920
LOC100164587	1485
LOC100164588	3615
LOC100164589	651
LOC100164591	3318.5
LOC100164592	1725
LOC100164596	987
LOC100164597	2479.5
LOC100164598	1473
LOC100164599	351
LOC100164600	1509
LOC100164601	2982.75
LOC100164602	1635
LOC100164603	1554
LOC100164604	693
LOC100164606	1698
LOC100164607	2316
LOC100164608	327
LOC100164612	966
LOC100164615	1396.5
LOC100164617	1083
LOC100164618	351
LOC100164619	3094
LOC100164620	2732
LOC100164621	1260
LOC100164623	981
LOC100164624	891
LOC100164625	1728
LOC100164626	669
LOC100164627	2379
LOC100164628	756
LOC100164629	1014
LOC100164630	303
LOC100164631	1173
LOC100164632	804
LOC100164633	1671
LOC100164634	1761
LOC100164635	1992
LOC100164636	318
LOC100164637	2406
LOC100164638	3492
LOC100164639	837
LOC100164640	921
LOC100164641	1089
LOC100164643	2742
LOC100164644	2919
LOC100164647	1338
LOC100164648	1953
LOC100164649	1275
LOC100164650	1238.4
LOC100164651	2412
LOC100164653	1002
LOC100164654	1278
LOC100164656	2916
LOC100164660	2310
LOC100164662	1461
LOC100164663	669
LOC100164664	2150.25
LOC100164667	2406
LOC100164668	2250
LOC100164669	1379
LOC100164670	4170
LOC100164671	2323
LOC100164672	1245
LOC100164675	7644
LOC100164676	8363.4
LOC100164678	2034
LOC100164679	1944
LOC100164680	333
LOC100164681	1775
LOC100164682	2265
LOC100164683	840
LOC100164684	1217
LOC100164685	2109
LOC100164688	576
LOC100164690	405
LOC100164690-2	405
LOC100164691	2184
LOC100164692	1965
LOC100164693	1803
LOC100164694	3429.42857142857
LOC100164695	963
LOC100164697	2883
LOC100164699	1844.25
LOC100164700	744
LOC100164702	2019
LOC100164703	1014
LOC100164704	684
LOC100164705	1497.6
LOC100164708	1098
LOC100164709	540
LOC100164710	2379
LOC100164711	2221.5
LOC100164712	549
LOC100164713	1411.8
LOC100164715	3588
LOC100164716	4009.5
LOC100164717	405
LOC100164718	1818
LOC100164720	1953
LOC100164721	1516.5
LOC100164722	1252.5
LOC100164723	688.5
LOC100164725	1230.75
LOC100164726	1596
LOC100164729	1062
LOC100164730	1464
LOC100164731	2204
LOC100164732	2673
LOC100164734	4332
LOC100164735	582
LOC100164736	2073
LOC100164737	948
LOC100164738	489
LOC100164739	7176
LOC100164740	1305
LOC100164741	2646
LOC100164742	474
LOC100164745	462
LOC100164746	1593
LOC100164747	639
LOC100164748	2370
LOC100164750	2373
LOC100164751	1173
LOC100164752	309
LOC100164753	3954
LOC100164754	2955
LOC100164755	1113
LOC100164756	2082
LOC100164758	1020
LOC100164759	1474.5
LOC100164760	975
LOC100164761	2694
LOC100164763	2070
LOC100164766	252
LOC100164767	3855
LOC100164769	1554
LOC100164771	1968
LOC100164772	1857
LOC100164773	1185
LOC100164774	1029
LOC100164775	636
LOC100164776	822
LOC100164777	6606
LOC100164778	2613
LOC100164779	1830
LOC100164781	2214
LOC100164782	1878
LOC100164783	1143
LOC100164784	1227
LOC100164785	1788
LOC100164786	5419
LOC100164788	1622.14285714286
LOC100164789	2266.5
LOC100164790	1350
LOC100164791	4917.75
LOC100164792	1334
LOC100164794	357
LOC100164796	777
LOC100164797	351
LOC100164798	1866
LOC100164800	1842
LOC100164801	3475.5
LOC100164802	1044
LOC100164803	2997
LOC100164804	1041
LOC100164805	363
LOC100164806	1212
LOC100164810	1650
LOC100164811	3300
LOC100164812	4114
LOC100164813	1567
LOC100164814	1578
LOC100164819	1378.5
LOC100164820	225
LOC100164821	696
LOC100164822	1209
LOC100164824	1497
LOC100164826	552
LOC100164827	1745.5
LOC100164828	312
LOC100164829	1866
LOC100164830	912
LOC100164831	385
LOC100164832	1356
LOC100164834	3005.25
LOC100164835	2451
LOC100164836	759
LOC100164837	1134
LOC100164838	795
LOC100164839	1398
LOC100164840	1623
LOC100164841	1497
LOC100164842	1422
LOC100164843	3433.5
LOC100164844	2526
LOC100164847	636
LOC100164849	261
LOC100164850	1743
LOC100164852	1782.6
LOC100164853	543
LOC100164854	2928
LOC100164856	747
LOC100164857	468
LOC100164859	756
LOC100164863	1875
LOC100164864	4957.5
LOC100164865	1335
LOC100164869	921
LOC100164870	12595.8
LOC100164871	765
LOC100164872	1038
LOC100164875	1523.25
LOC100164876	2214
LOC100164877	1215
LOC100164878	1074
LOC100164880	2433
LOC100164881	5256.75
LOC100164882	906
LOC100164883	1740
LOC100164884	1404
LOC100164885	1329
LOC100164886	1653
LOC100164887	1176
LOC100164889	1597.5
LOC100164890	876
LOC100164891	798
LOC100164892	534
LOC100164894	1369.5
LOC100164895	972
LOC100164896	1311
LOC100164897	1452
LOC100164898	1107
LOC100164899	1480.5
LOC100164901	1830
LOC100164902	1152
LOC100164903	1047
LOC100164904	992.142857142857
LOC100164905	624
LOC100164906	13267.5
LOC100164907	1002
LOC100164908	1281
LOC100164909	618
LOC100164910	2805
LOC100164911	1176
LOC100164913	505
LOC100164914	1917
LOC100164916	1191
LOC100164917	489
LOC100164918	11580
LOC100164919	1527
LOC100164920	3168
LOC100164921	1272
LOC100164922	957
LOC100164923	1200
LOC100164924	2760
LOC100164929	364.5
LOC100164930	1056
LOC100164931	2127
LOC100164933	870
LOC100164934	1740
LOC100164935	480
LOC100164936	1314
LOC100164937	489
LOC100164938	811.5
LOC100164939	1365
LOC100164940	1497
LOC100164941	4809
LOC100164943	1062
LOC100164944	604.5
LOC100164945	1881
LOC100164946	1872
LOC100164947	5803.5
LOC100164948	729
LOC100164949	1322.25
LOC100164950	1125
LOC100164954	541.5
LOC100164956	708
LOC100164957	390
LOC100164959	735
LOC100164960	1968
LOC100164961	846
LOC100164962	1291.5
LOC100164964	720
LOC100164965	6753
LOC100164966	6729
LOC100164967	606
LOC100164968	1572
LOC100164970	436.5
LOC100164972	1698
LOC100164975	6729
LOC100164976	3177
LOC100164977	2139
LOC100164980	759
LOC100164981	450
LOC100164982	1020
LOC100164983	2004
LOC100164984	1182
LOC100164985	1974
LOC100164987	1047
LOC100164991	2031
LOC100164992	1548
LOC100164994	348
LOC100164995	1251
LOC100164998	894
LOC100164999	1023
LOC100165000	810
LOC100165001	1756.5
LOC100165002	3447
LOC100165003	1002
LOC100165004	1575
LOC100165005	591
LOC100165008	1056
LOC100165009	2538
LOC100165010	195
LOC100165011	1813.2
LOC100165013	327
LOC100165014	1572
LOC100165015	2173
LOC100165016	981
LOC100165017	258
LOC100165018	978
LOC100165019	1893
LOC100165020	867
LOC100165022	612
LOC100165023	2973
LOC100165026	1041
LOC100165028	2106
LOC100165029	546
LOC100165031	2367
LOC100165032	2076
LOC100165034	1014
LOC100165035	1770
LOC100165036	3138
LOC100165038	4158
LOC100165041	1248
LOC100165042	1410
LOC100165045	738
LOC100165047	1460
LOC100165048	1929
LOC100165050	2355
LOC100165051	1539
LOC100165052	6471
LOC100165053	1693.5
LOC100165054	1497
LOC100165055	513
LOC100165056	2508
LOC100165057	444
LOC100165058	945
LOC100165059	1908
LOC100165060	372
LOC100165062	1593
LOC100165063	699
LOC100165064	3558
LOC100165066	1131
LOC100165067	393
LOC100165068	1551
LOC100165069	1927.5
LOC100165070	1584
LOC100165071	852
LOC100165074	639
LOC100165078	957
LOC100165079	1026
LOC100165081	756
LOC100165082	1434
LOC100165083	3549
LOC100165084	1521
LOC100165085	8256
LOC100165086	543
LOC100165087	2109
LOC100165090	1995
LOC100165091	1878
LOC100165093	399
LOC100165095	1407
LOC100165096	1359
LOC100165098	4305
LOC100165100	2491.28571428571
LOC100165101	1836
LOC100165102	1092
LOC100165106	1518
LOC100165109	609
LOC100165110	1808
LOC100165111	675
LOC100165112	1522
LOC100165113	546
LOC100165114	2493
LOC100165115	1656
LOC100165116	1508.4
LOC100165118	1671
LOC100165119	1141
LOC100165120	414
LOC100165123	1590
LOC100165124	381
LOC100165125	576
LOC100165126	681
LOC100165128	1050
LOC100165129	2565
LOC100165130	1368.75
LOC100165131	387
LOC100165133	1372.5
LOC100165134	4008
LOC100165135	1938
LOC100165137	330
LOC100165138	3516.27272727273
LOC100165139	6024
LOC100165140	1029
LOC100165141	2400
LOC100165142	1614
LOC100165143	2784
LOC100165144	2083.5
LOC100165146	429
LOC100165148	576
LOC100165149	2160
LOC100165150	1527
LOC100165151	1410
LOC100165153	714
LOC100165154	1386
LOC100165155	978
LOC100165157	1072.5
LOC100165158	391.8
LOC100165159	1293
LOC100165160	866
LOC100165161	1026
LOC100165162	1467
LOC100165163	1479
LOC100165164	753
LOC100165165	4968
LOC100165167	1326
LOC100165168	621
LOC100165169	2832
LOC100165170	1233
LOC100165171	1257
LOC100165172	985.5
LOC100165173	1575
LOC100165174	2825
LOC100165175	1829.25
LOC100165176	1917
LOC100165177	1053.75
LOC100165178	1437
LOC100165179	5061
LOC100165180	1335
LOC100165181	1054
LOC100165182	2838
LOC100165185	720
LOC100165187	1656.33333333333
LOC100165188	528
LOC100165189	1830
LOC100165190	1188
LOC100165191	474
LOC100165192	1197
LOC100165195	1911
LOC100165196	2595
LOC100165198	2280
LOC100165200	363
LOC100165201	840
LOC100165202	1227
LOC100165203	2541
LOC100165205	4194
LOC100165207	282
LOC100165208	1791
LOC100165209	4308
LOC100165211	1980
LOC100165213	1710
LOC100165214	1407
LOC100165216	798
LOC100165217	2142
LOC100165218	2721
LOC100165219	1212
LOC100165220	1368
LOC100165221	2196
LOC100165222	1512
LOC100165223	572
LOC100165224	936
LOC100165225	1779
LOC100165226	855.5
LOC100165227	1290
LOC100165228	1197
LOC100165230	520.5
LOC100165232	516
LOC100165233	851.25
LOC100165234	2646
LOC100165235	1173
LOC100165236	1599
LOC100165237	2766
LOC100165240	1527
LOC100165241	1056
LOC100165242	1578
LOC100165245	1569
LOC100165246	408
LOC100165247	2376
LOC100165249	1548
LOC100165251	2124
LOC100165252	420
LOC100165253	1227
LOC100165255	1218
LOC100165256	1479
LOC100165258	1720.2
LOC100165262	1536
LOC100165263	4077
LOC100165264	7383
LOC100165265	1135.5
LOC100165266	750
LOC100165267	2256
LOC100165268	3411
LOC100165269	1251
LOC100165270	1197
LOC100165271	3045
LOC100165273	813
LOC100165274	978
LOC100165275	1401
LOC100165276	462
LOC100165277	864
LOC100165278	1880.25
LOC100165279	1803
LOC100165282	1113
LOC100165283	4866
LOC100165284	906
LOC100165285	4053
LOC100165286	1615.5
LOC100165287	411
LOC100165288	399
LOC100165290	1887
LOC100165291	738
LOC100165294	1131
LOC100165295	1227
LOC100165296	561
LOC100165297	1102.5
LOC100165298	1551
LOC100165299	2097
LOC100165300	3339
LOC100165301	2244
LOC100165302	837
LOC100165303	1683
LOC100165304	1401
LOC100165305	3435
LOC100165306	1198.5
LOC100165307	1044
LOC100165308	798
LOC100165309	3054
LOC100165311	1119
LOC100165312	1173
LOC100165313	2067
LOC100165314	1875
LOC100165315	679.5
LOC100165316	1365
LOC100165317	2850
LOC100165318	285
LOC100165319	885
LOC100165320	1107
LOC100165321	465
LOC100165322	2235
LOC100165323	1545
LOC100165324	1404
LOC100165325	1215
LOC100165326	735
LOC100165327	1691.4
LOC100165328	1509.6
LOC100165329	1671
LOC100165330	555
LOC100165332	1052
LOC100165333	3510
LOC100165334	1902
LOC100165335	1539
LOC100165336	258
LOC100165337	1078.2
LOC100165338	657
LOC100165341	301.5
LOC100165343	375
LOC100165344	1523.25
LOC100165345	642
LOC100165346	969
LOC100165347	978
LOC100165348	1374
LOC100165349	423
LOC100165350	2299
LOC100165351	11474
LOC100165352	3162
LOC100165353	1008
LOC100165354	984
LOC100165355	1155
LOC100165356	2043
LOC100165357	1596
LOC100165358	1887
LOC100165359	1113
LOC100165361	1776
LOC100165362	555
LOC100165363	1679
LOC100165366	465
LOC100165367	1614
LOC100165369	1317
LOC100165370	2334
LOC100165373	1942
LOC100165374	1092
LOC100165375	702
LOC100165376	1170
LOC100165377	1638
LOC100165379	1950
LOC100165380	339
LOC100165381	1723
LOC100165382	864
LOC100165384	981
LOC100165385	960
LOC100165386	924
LOC100165387	999
LOC100165388	456
LOC100165391	3533
LOC100165392	1188
LOC100165393	426
LOC100165394	2283
LOC100165395	2079
LOC100165396	2217
LOC100165397	2110.5
LOC100165398	3079
LOC100165399	678
LOC100165400	756
LOC100165401	1002
LOC100165402	2124
LOC100165403	1533
LOC100165404	1566
LOC100165407	1530
LOC100165409	3027
LOC100165410	513
LOC100165411	2046
LOC100165413	1089
LOC100165415	1083
LOC100165416	6318
LOC100165417	1110
LOC100165418	446
LOC100165419	1827
LOC100165420	822
LOC100165421	516
LOC100165422	1023
LOC100165426	675
LOC100165428	2661.75
LOC100165430	1074
LOC100165431	1410
LOC100165432	975
LOC100165433	348
LOC100165434	843
LOC100165437	693
LOC100165438	1278
LOC100165439	1881
LOC100165440	2025
LOC100165441	555
LOC100165443	780
LOC100165444	1716
LOC100165445	1877
LOC100165446	3606
LOC100165448	4521
LOC100165449	1224.75
LOC100165451	531
LOC100165452	2997
LOC100165453	1866
LOC100165454	2505
LOC100165456	879
LOC100165457	1020
LOC100165458	558
LOC100165459	2061
LOC100165461	2985
LOC100165462	2583
LOC100165463	1992
LOC100165466	372
LOC100165467	1611
LOC100165468	1065
LOC100165469	2484
LOC100165470	1386
LOC100165471	660
LOC100165472	1342.5
LOC100165473	1735.5
LOC100165475	1680
LOC100165476	4194
LOC100165479	3717
LOC100165481	735
LOC100165483	1098
LOC100165484	2235
LOC100165486	2880
LOC100165488	2112
LOC100165489	1635
LOC100165490	984
LOC100165491	2253
LOC100165492	741
LOC100165493	4056
LOC100165494	735
LOC100165495	1563
LOC100165498	510
LOC100165499	1706
LOC100165500	6582
LOC100165501	1373
LOC100165503	1516.8
LOC100165504	1146
LOC100165505	1323
LOC100165507	900
LOC100165508	933
LOC100165509	1542
LOC100165510	882
LOC100165511	1041
LOC100165512	1253.25
LOC100165514	8410.5
LOC100165517	381
LOC100165518	15174
LOC100165519	1272
LOC100165520	1845
LOC100165521	1858.5
LOC100165522	2076
LOC100165525	3774
LOC100165526	2214
LOC100165527	1014
LOC100165528	1368
LOC100165529	657
LOC100165532	687
LOC100165533	972
LOC100165534	1149
LOC100165535	1332.92307692308
LOC100165536	3582
LOC100165537	885
LOC100165538	859.5
LOC100165539	402
LOC100165540	1278
LOC100165541	2991
LOC100165542	894
LOC100165543	5181
LOC100165544	1323
LOC100165546	3612
LOC100165548	1776.75
LOC100165549	7458
LOC100165551	1293
LOC100165554	1626
LOC100165556	510
LOC100165557	5766.75
LOC100165558	972
LOC100165559	3285
LOC100165561	1086
LOC100165562	1893
LOC100165564	909
LOC100165566	9159
LOC100165567	993
LOC100165568	1065
LOC100165569	3711
LOC100165570	1432.5
LOC100165571	3156
LOC100165572	972
LOC100165573	1185
LOC100165575	1452
LOC100165577	1368
LOC100165578	7450
LOC100165580	1104
LOC100165581	1439
LOC100165582	1152
LOC100165583	996
LOC100165584	1347
LOC100165585	1833
LOC100165586	1152
LOC100165587	2704
LOC100165588	1074
LOC100165590	1314
LOC100165591	315
LOC100165592	2081
LOC100165593	1258.5
LOC100165595	1578
LOC100165598	1330
LOC100165599	381
LOC100165600	1494
LOC100165601	726
LOC100165602	1635
LOC100165603	837
LOC100165604	432
LOC100165605	1524
LOC100165606	672
LOC100165607	750
LOC100165608	729
LOC100165609	489
LOC100165610	1164
LOC100165611	1460
LOC100165612	1335
LOC100165613	1098
LOC100165614	1350.75
LOC100165615	261
LOC100165616	649.5
LOC100165617	552
LOC100165618	3817
LOC100165619	12234
LOC100165620	1668
LOC100165621	1835.25
LOC100165622	3240
LOC100165623	345
LOC100165625	1857
LOC100165626	1083
LOC100165627	883.5
LOC100165628	1437
LOC100165630	1632
LOC100165631	1200
LOC100165632	4283.25
LOC100165633	2196
LOC100165634	2286
LOC100165635	2359.8
LOC100165636	651
LOC100165637	1002
LOC100165638	3627
LOC100165639	987
LOC100165640	714
LOC100165645	1454
LOC100165647	1368
LOC100165648	2232
LOC100165649	2109
LOC100165651	2421
LOC100165653	663
LOC100165654	2553
LOC100165656	3300
LOC100165657	2283
LOC100165658	1902
LOC100165662	2307
LOC100165663	1512
LOC100165664	1362
LOC100165665	522
LOC100165667	1437
LOC100165668	1125
LOC100165670	2856
LOC100165671	3120
LOC100165672	1587
LOC100165673	1173
LOC100165674	3025.8
LOC100165676	2154
LOC100165677	990
LOC100165678	1764
LOC100165680	1608
LOC100165681	1449
LOC100165683	879
LOC100165684	1296
LOC100165685	2767.5
LOC100165686	372
LOC100165687	1662
LOC100165688	2230.5
LOC100165690	2021.25
LOC100165691	1479
LOC100165692	601.5
LOC100165693	586
LOC100165694	3517.5
LOC100165696	1296.6
LOC100165697	12591
LOC100165699	945
LOC100165701	1605
LOC100165702	282
LOC100165703	502.8
LOC100165704	7122
LOC100165705	531
LOC100165708	2379
LOC100165710	540
LOC100165713	555
LOC100165716	2284
LOC100165717	1797
LOC100165718	1383
LOC100165719	1044
LOC100165720	1280.1
LOC100165722	417
LOC100165723	1872
LOC100165725	1107
LOC100165726	2742
LOC100165727	1422
LOC100165728	1557
LOC100165729	816
LOC100165731	4476
LOC100165732	1071
LOC100165733	1650
LOC100165734	1314
LOC100165736	1002
LOC100165738	726
LOC100165740	978
LOC100165741	666
LOC100165742	720
LOC100165744	270
LOC100165745	2082.75
LOC100165746	2856
LOC100165747	1656
LOC100165748	1371
LOC100165749	1929
LOC100165750	1603.5
LOC100165751	886.5
LOC100165752	1521
LOC100165753	1081.5
LOC100165754	972
LOC100165755	9510
LOC100165756	1178.4
LOC100165758	1533
LOC100165759	477
LOC100165760	1425
LOC100165761	1041
LOC100165762	912
LOC100165764	474
LOC100165765	3273
LOC100165766	2331
LOC100165768	963
LOC100165770	528
LOC100165771	942
LOC100165772	1632
LOC100165773	4179
LOC100165774	2208
LOC100165776	591
LOC100165777	935
LOC100165779	1926
LOC100165780	592
LOC100165781	871.5
LOC100165783	1881
LOC100165784	3693
LOC100165785	6129
LOC100165786	864
LOC100165788	1171.71428571429
LOC100165789	1002
LOC100165791	717
LOC100165792	1524
LOC100165793	1974
LOC100165794	1602
LOC100165796	3420.75
LOC100165797	2034
LOC100165798	387
LOC100165799	1887
LOC100165800	1461
LOC100165801	1776
LOC100165802	987
LOC100165803	2016
LOC100165804	744
LOC100165805	1041
LOC100165806	1453
LOC100165807	699
LOC100165808	2094
LOC100165810	1584
LOC100165811	1998
LOC100165812	769.5
LOC100165813	1416
LOC100165814	1602
LOC100165815	3240
LOC100165816	2469
LOC100165818	975
LOC100165820	309
LOC100165821	759
LOC100165822	2199
LOC100165823	453
LOC100165824	2115
LOC100165826	1942
LOC100165827	744
LOC100165828	802.5
LOC100165829	690
LOC100165831	1371
LOC100165833	1693.5
LOC100165834	357
LOC100165835	975
LOC100165836	1263
LOC100165837	579
LOC100165838	2295
LOC100165839	1356
LOC100165840	4050
